ESTATECODE,SELLINGMARK,WAREHOUSENAME,GRADE,CHEST,NET WT.,INV #,LOT #,M / S,BUY/C,BUYER,,Valuation,UpperValuation,LEAFStandard,INFUSEDRemarks,LiquorRemark,LimitPrice,MinPrice,AskingPrice,PRICE
MF0243,KINELLAN,E.B. STORES,FGS,10,470,573,425,M,MA6,MABROC TEAS (PVT) LTD,,680,700,Blackish,Dark,Dull,0,380,700,720
MF0243,KINELLAN,E.B. STORES,BM,10,350,0589R,426,M,,,,720,740,Bold,Mixed,Plain,0,380,740,0
MF0234,GONAKELLE,E.B. STORES,FGS1,10,500,0831R,427,M,T26,TEA PACKERS (PRIVATE) LIMITED.,,700,720,Blackish,Dark,Dull,0,380,720,850
MF0234,GONAKELLE,E.B. STORES,BM,20,680,0814R,428,M,MA6,MABROC TEAS (PVT) LTD,,770,790,Bold,Mixed,Plain,0,380,790,790
MF0668,HINDAGALA,E.B. STORES,FGS,10,450,0707R,429,M,MA6,MABROC TEAS (PVT) LTD,,680,700,Blackish,Dark,Dull,0,380,700,700
MF0668,HINDAGALA,E.B. STORES,BP,10,400,0797R,430,M,AE5,ANVERALLY & SONS (PVT) LTD,,640,660,,,,0,350,660,700
MF0668,HINDAGALA,E.B. STORES,BM,10,300,0757R,431,M,MA6,MABROC TEAS (PVT) LTD,,830,850,Bold,Mixed,Plain,0,400,850,800
MF0668,HINDAGALA,E.B. STORES,BM,10,300,0765R,432,M,AE5,ANVERALLY & SONS (PVT) LTD,,820,840,Bold,Mixed,Plain,0,400,840,800
MF0668,HINDAGALA,E.B. STORES,BM,10,300,0777R,433,M,AE5,ANVERALLY & SONS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,800
MF0655,BADDEGAMA,E.B. STORES,FGS,10,397,390,434,M,,,,750,770,Bold,Mixed,Plain,0,380,770,0
MF0353,YATADERIYA,E.B. STORES,BP,10,500,0765R,435,M,AE5,ANVERALLY & SONS (PVT) LTD,,850,870,,,,0,400,870,850
MF0353,YATADERIYA,E.B. STORES,BM,10,380,0818R,436,M,A8,AKBAR BROTHERS (PVT) LTD,,700,720,Blackish,Dark,Dull,0,380,720,800
MF0353,YATADERIYA,E.B. STORES,BT,10,220,0822R,437,M,H1,HARRISONS (COLOMBO) LTD,,780,800,,,,0,400,800,820
MF1025,OAKDALE,E.B. STORES,FGS1,20,1100,0396R,438,M,MA6,MABROC TEAS (PVT) LTD,,780,800,Blackish,Dark,Dull,0,400,800,870
MF1025,OAKDALE,E.B. STORES,FGS1,20,1100,0398R,439,M,MA6,MABROC TEAS (PVT) LTD,,750,770,Blackish,Dark,Dull,0,380,770,850
MF1025,OAKDALE,E.B. STORES,FGS1,10,550,0400R,440,M,I29,IMPERIAL TEAS (PVT) LIMITED,,760,780,Blackish,Dark,Dull,0,380,780,850
RT0388,BELMAUNT,E.B. STORES,FGS,15,675,845,441,M,V67,VENTURE TEA (PVT) LTD,,730,750,Bold,Mixed,Plain,0,380,750,780
RT0388,BELMAUNT,E.B. STORES,BP,15,870,844,442,M,MA6,MABROC TEAS (PVT) LTD,,780,800,,,,0,400,800,740
MF0895,DOTEL OYA,E.B. STORES,BOP1A,10,250,0455R,443,M,AE5,ANVERALLY & SONS (PVT) LTD,,840,860,Bold,Mixed,Plain,0,400,860,820
MF0148B,GALGEWATTA,E.B. STORES,BOP1A,20,500,172,444,M,A8,AKBAR BROTHERS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,830
MF0148B,GALGEWATTA,E.B. STORES,BOP1A,10,250,182,445,M,U69,UNI WORLD TEAS (PVT) LTD,,840,860,Bold,Mixed,Plain,0,400,860,830
MF0817,WERALLAKANDA,E.B. STORES,BOP1A,10,290,983,446,M,AE5,ANVERALLY & SONS (PVT) LTD,,830,850,Bold,Mixed,Plain,0,400,850,820
MF0388,GAMPAHA,E.B. STORES,BOP1A,10,250,0448R,447,M,,,,780,800,Bold,Mixed,Plain,0,400,800,0
MF0494,AMPITTIAKANDE,E.B. STORES,BOP1A,10,250,0757R,448,M,AE5,ANVERALLY & SONS (PVT) LTD,,780,800,Bold,Mixed,Plain,0,400,800,810
MF0494,AMPITTIAKANDE,E.B. STORES,BOP1A,10,250,0788R,449,M,MA6,MABROC TEAS (PVT) LTD,,770,790,Bold,Mixed,Plain,0,380,790,810
MF0494,AMPITTIAKANDE,E.B. STORES,BOP1A,10,300,0792R,450,M,A8,AKBAR BROTHERS (PVT) LTD,,780,800,Bold,Mixed,Plain,0,400,800,810
MF0683,CRAIG,E.B. STORES,BOP1A,10,260,1083R,451,M,A8,AKBAR BROTHERS (PVT) LTD,,820,840,Bold,Mixed,Plain,0,400,840,840
MF0683,CRAIG,E.B. STORES,BOP1A,20,540,1085R,452,M,AE5,ANVERALLY & SONS (PVT) LTD,,770,790,Bold,Mixed,Plain,0,380,790,800
MF0243,KINELLAN,E.B. STORES,BOP1A,10,250,0557R,453,M,MA6,MABROC TEAS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,820
MF0234,GONAKELLE,E.B. STORES,BOP1A,20,500,0813R,454,M,H1,HARRISONS (COLOMBO) LTD,,780,800,Bold,Mixed,Plain,0,400,800,810
MF0234,GONAKELLE,E.B. STORES,BOP1A,20,520,0830R,455,M,A8,AKBAR BROTHERS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,820
MF0668,HINDAGALA,E.B. STORES,BOP1A,10,240,0809R,456,M,A8,AKBAR BROTHERS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,830
MF0655,BADDEGAMA,E.B. STORES,BOP1A,20,500,407,457,M,,,,780,800,Bold,Mixed,Plain,0,400,800,0
MF0353,YATADERIYA,E.B. STORES,BOP1A,10,260,817,458,M,C51,CEYLON TEA MARKETING (PVT) LTD,,820,840,Bold,Mixed,Plain,0,400,840,830
MF0353,YATADERIYA,E.B. STORES,BOP1A,10,300,0821R,459,M,AE5,ANVERALLY & SONS (PVT) LTD,,830,850,Bold,Mixed,Plain,0,400,850,800
MF0353,YATADERIYA,E.B. STORES,BOP1A,10,250,835,460,M,AE5,ANVERALLY & SONS (PVT) LTD,,810,830,Bold,Mixed,Plain,0,400,830,830
MF0895,DOTEL OYA,E.B. STORES,DUST1,10,600,454,461,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,780,800,Bold,Mixed,Plain,0,400,800,890
MF0148B,GALGEWATTA,E.B. STORES,DUST1,10,600,170,462,M,E41,EMPIRE TEAS (PVT) LTD,,750,770,Bold,Mixed,Plain,0,380,770,830
MF0034,STRATHSPEY,E.B. STORES,DUST1,10,600,0501R,463,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1450,1470,Clean,Aroma,Quality,0,500,1470,1480
MF0034,STRATHSPEY,E.B. STORES,DUST1,10,600,0502R,464,M,,,,1440,1460,Clean,Aroma,Quality,0,500,1460,0
MF0034,STRATHSPEY,E.B. STORES,DUST1,10,600,0503R,465,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1400,1420,Clean,Aroma,Quality,0,500,1420,1300
MF0374,BRUNSWICK,E.B. STORES,DUST1,20,1200,0480R,466,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1400,1420,Clean,Aroma,Quality,0,500,1420,1380
MF0374,BRUNSWICK,E.B. STORES,DUST1,20,1196,0438R,467,M,,,,1350,1370,Clean,Aroma,Quality,0,500,1370,0
MF0505,GLENUGIE,E.B. STORES,DUST1,10,650,0143R,468,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1400,1420,Clean,Aroma,Quality,0,500,1420,1420
MF0505,GLENUGIE,E.B. STORES,DUST1,10,650,0145R,469,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1420,1400
MF0399,MORAY,E.B. STORES,DUST1,10,600,0339R,470,M,PC9,M.S.D. PERERA,,1500,1520,Clean,Aroma,Quality,0,500,1520,1400
MF0399,MORAY,E.B. STORES,DUST1,10,600,0341R,471,M,,,,1350,1370,Clean,Aroma,Quality,0,500,1370,0
MF0689,LAXAPANA,E.B. STORES,DUST1,10,650,0584R,472,M,S33,STASSEN EXPORTS LTD,,1400,1420,Clean,Aroma,Quality,0,500,1420,1400
MF0689,LAXAPANA,E.B. STORES,DUST1,20,1300,0591R,473,M,,,,1300,1320,Clean,Aroma,Quality,0,500,1320,0
MF0689,LAXAPANA,E.B. STORES,DUST1,10,650,0593R,474,M,RB10,P.W.N. RODRIGO,,1450,1470,Clean,Aroma,Quality,0,500,1470,1400
MF0502,GLENTILT,E.B. STORES,DUST1,10,650,0488R,475,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1450,1470,Clean,Aroma,Quality,0,500,1470,1460
MF0502,GLENTILT,E.B. STORES,DUST1,20,1300,0489R,476,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1420,1380
MF0502,GLENTILT,E.B. STORES,DUST1,10,650,0493R,477,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1420,1360
MF0221,TALAWAKELLE,E.B. STORES,DUST1,20,1200,0683R,478,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1440,1460,Clean,Aroma,Quality,0,500,1460,1360
MF0221,TALAWAKELLE,E.B. STORES,DUST1,20,1200,0701R,479,M,DA1,DAILY TEA CEYLON ( PVT) LTD,,1380,1400,Clean,Aroma,Quality,0,500,1400,1320
MF0221,TALAWAKELLE,E.B. STORES,DUST1,10,600,0709R,480,M,DA1,DAILY TEA CEYLON ( PVT) LTD,,1440,1460,Clean,Aroma,Quality,0,500,1460,1400
MF0221,TALAWAKELLE,E.B. STORES,DUST1,10,600,0710R,481,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1400,1420,Clean,Aroma,Quality,0,500,1420,1400
MF0221,TALAWAKELLE,E.B. STORES,DUST1,10,600,0711R,482,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1400,1420,Clean,Aroma,Quality,0,500,1420,1400
MF0221,TALAWAKELLE,E.B. STORES,DUST1,20,1200,0712R,483,M,,,,1350,1370,Clean,Aroma,Quality,0,500,1370,0
MF0221,TALAWAKELLE,E.B. STORES,DUST1,40,2400,0713R,484,M,,,,1350,1370,Clean,Aroma,Quality,0,500,1370,0
MF0043,ST. CLAIR,E.B. STORES,DUST1,10,600,0286R,485,M,PC9,M.S.D. PERERA,,1400,1420,Clean,Aroma,Quality,0,500,1420,1300
MF0043,ST. CLAIR,E.B. STORES,DUST1,10,600,0288R,486,M,,,,1350,1370,Clean,Aroma,Quality,0,500,1370,0
MF0043,ST. CLAIR,E.B. STORES,DUST1,10,600,0290R,487,M,SX5,SUN SHINE TEAS PRIVATE LIMITED,,1350,1370,Clean,Aroma,Quality,0,500,1370,1300
MF1273,NORTON,E.B. STORES,DUST1,10,600,72,488,M,,,,1300,1320,Clean,Aroma,Quality,0,500,1320,0
MF1273,NORTON,E.B. STORES,DUST1,10,592,36,489,M,,,,1200,1220,Clean,Aroma,Quality,0,500,1220,0
MF1293,LUCKYLAND,E.B. STORES,DUST1,10,650,0366R,490,M,H65,HERITAGE TEAS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1420,1100
MF1293,LUCKYLAND,E.B. STORES,DUST1,10,650,0369R,491,M,,,,1350,1370,Clean,Aroma,Quality,0,500,1370,0
MF1293,LUCKYLAND,E.B. STORES,DUST1,10,650,0370R,492,M,KC5,KANDY TEA STORES.,,1350,1370,Clean,Aroma,Quality,0,500,1370,1160
MF0739,KIRKLEES,E.B. STORES,DUST1,20,1300,0361R,493,M,,,,1150,1170,Clean,Aroma,Quality,0,500,1170,0
MF0739,KIRKLEES,E.B. STORES,DUST1,20,1300,0364R,494,M,PL9,PRAVENTURE INTERNATIONAL (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1270,1050
MF0739,KIRKLEES,E.B. STORES,DUST1,10,650,365,495,M,H65,HERITAGE TEAS (PVT) LTD,,1100,1120,Clean,Aroma,Quality,0,500,1120,1000
MF0105,CANNAVARELLA,E.B. STORES,DUST1,20,1200,0333R,496,M,H65,HERITAGE TEAS (PVT) LTD,,1150,1170,Clean,Aroma,Quality,0,500,1170,1040
MF1025,OAKDALE,E.B. STORES,DUST,10,600,0399R,497,M,MF4,MILLENNIUM TEAS (PVT) LTD,,780,800,Bold,Mixed,Plain,0,400,800,820
MF0034,STRATHSPEY,,BOP,20,1000,0511R,1,M,,,,1350,1370,Clean,Aroma,Quality,0,500,1400,0
MF0034,STRATHSPEY,,BOPF,20,1160,0514R,2,M,R64,RANFER TEAS(PVT)LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1380
MF0034,STRATHSPEY,,BOPF,20,1160,0515R,3,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1400,1420,Clean,Aroma,Quality,0,500,1450,1380
MF0034,STRATHSPEY,,BOPF,20,1160,0516R,4,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1400,1320
MF0034,STRATHSPEY,,BOPF,20,1120,0517R,5,M,,,,1350,1370,Clean,Aroma,Quality,0,500,1400,0
MF0034,STRATHSPEY,,BOPF,20,1120,0518R,6,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1400,1300
MF0034,STRATHSPEY,,BOPF,20,1120,0519R,7,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1320
MF0374,BRUNSWICK,,BOP,20,1000,0495R,8,M,,,,1300,1320,Clean,Aroma,Quality,0,500,1350,0
MF0374,BRUNSWICK,,BOP,20,1000,0504R,9,M,,,,1300,1320,Clean,Aroma,Quality,0,500,1350,0
MF0374,BRUNSWICK,,BOPF,20,1160,0496R,10,M,R64,RANFER TEAS(PVT)LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1340
MF0374,BRUNSWICK,,BOPF,20,1160,0497R,11,M,R64,RANFER TEAS(PVT)LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1340
MF0374,BRUNSWICK,,BOPF,20,1160,0498R,12,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1400,1320
MF0374,BRUNSWICK,,BOPF,20,1160,0499R,13,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1400,1300
MF0374,BRUNSWICK,,BOPF,20,1160,0501R,14,M,R64,RANFER TEAS(PVT)LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1300
MF0374,BRUNSWICK,,BOPF,20,1160,0503R,15,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1300
MF0505,GLENUGIE,,BOP,20,1000,0148R,16,M,,,,1300,1320,Clean,Aroma,Quality,0,500,1350,0
MF0505,GLENUGIE,,BOP,20,1000,0150R,17,M,,,,1300,1320,Clean,Aroma,Quality,0,500,1350,0
MF0505,GLENUGIE,,BOPF,10,580,0149R,18,M,F69,FINLAYS COLOMBO LIMITED,,1400,1420,Clean,Aroma,Quality,0,500,1450,1320
MF0399,MORAY,,BOP,10,500,0349R,19,M,,,,1350,1370,Clean,Aroma,Quality,0,500,1400,0
MF0399,MORAY,,BOP,10,500,0352R,20,M,,,,1350,1370,Clean,Aroma,Quality,0,500,1400,0
MF0399,MORAY,,BOPF,20,1160,0350R,21,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1400,1420,Clean,Aroma,Quality,0,500,1450,1420
MF0399,MORAY,,BOPF,20,1160,0351R,22,M,R64,RANFER TEAS(PVT)LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1420
MF0399,MORAY,,BOPF,20,1160,0353R,23,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1420
MF0399,MORAY,,BOPF,20,1160,0354R,24,M,R64,RANFER TEAS(PVT)LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1300
MF0399,MORAY,,BOPF,20,1160,0357R,25,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1320
MF0689,LAXAPANA,,BOP,20,1000,0565R,26,M,,,,1450,1470,Clean,Aroma,Quality,0,500,1500,0
MF0689,LAXAPANA,,BOP,20,1000,0566R,27,M,,,,1450,1470,Clean,Aroma,Quality,0,500,1500,0
MF0689,LAXAPANA,,BOPF,10,580,0587R,28,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1450,1470,Clean,Aroma,Quality,0,500,1500,1400
MF0689,LAXAPANA,,BOPF,20,1120,0588R,29,M,WBB,WALTERS BAY TEAS (PRIVATE) LIMITED,,1450,1470,Clean,Aroma,Quality,0,500,1500,1350
MF0689,LAXAPANA,,BOPF,20,1120,0589R,30,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1350
MF0689,LAXAPANA,,BOPF,20,1120,0592R,31,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1340
MF0689,LAXAPANA,,BOPF,20,1120,0597R,32,M,F69,FINLAYS COLOMBO LIMITED,,1400,1420,Clean,Aroma,Quality,0,500,1450,1340
MF0689,LAXAPANA,,BOPF,20,1160,0602R,33,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1340
MF0689,LAXAPANA,,BOPF,20,1160,0603R,34,M,A8,AKBAR BROTHERS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1320
MF0502,GLENTILT,,BOP,20,1000,0508R,35,M,H56,H.V.A. FOODS PLC,,1400,1420,Clean,Aroma,Quality,0,500,1450,1300
MF0502,GLENTILT,,BOPSp,20,960,0506R,36,M,MA6,MABROC TEAS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1380
MF0502,GLENTILT,,BOPF,20,1160,0492R,37,M,R64,RANFER TEAS(PVT)LTD,,1450,1470,Clean,Aroma,Quality,0,500,1500,1400
MF0502,GLENTILT,,BOPF,20,1160,0501R,38,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1450,1470,Clean,Aroma,Quality,0,500,1500,1400
MF0502,GLENTILT,,BOPF,20,1160,0502R,39,M,R64,RANFER TEAS(PVT)LTD,,1450,1470,Clean,Aroma,Quality,0,500,1500,1420
MF0502,GLENTILT,,BOPF,20,1160,0504R,40,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1350,1370,Clean,Aroma,Quality,0,500,1400,1390
MF0502,GLENTILT,,BOPF,20,1160,0505R,41,M,R64,RANFER TEAS(PVT)LTD,,1350,1370,Clean,Aroma,Quality,0,500,1400,1320
MF0502,GLENTILT,,BOPF,20,1160,0507R,42,M,R64,RANFER TEAS(PVT)LTD,,1350,1370,Clean,Aroma,Quality,0,500,1400,1320
MF0221,TALAWAKELLE,,BOPF,20,1160,0724R,43,M,J2,JAFFERJEE BROS,,1450,1470,Clean,Aroma,Quality,0,500,1500,1380
MF0221,TALAWAKELLE,,BOPF,20,1160,0725R,44,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1450,1470,Clean,Aroma,Quality,0,500,1500,1390
MF0221,TALAWAKELLE,,BOPF,20,1160,0726R,45,M,F69,FINLAYS COLOMBO LIMITED,,1450,1470,Clean,Aroma,Quality,0,500,1500,1350
MF0221,TALAWAKELLE,,BOPF,20,1160,0727R,46,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1450,1470,Clean,Aroma,Quality,0,500,1500,1350
MF0221,TALAWAKELLE,,BOPF,40,2320,0728R,47,M,WBB,WALTERS BAY TEAS (PRIVATE) LIMITED,,1400,1420,Clean,Aroma,Quality,0,500,1450,1350
MF0221,TALAWAKELLE,,BOPF,20,1160,0729R,48,M,R64,RANFER TEAS(PVT)LTD,,1350,1370,Clean,Aroma,Quality,0,500,1400,1320
MF0221,TALAWAKELLE,,BOPF,20,1160,0730R,49,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1400,1320
MF0221,TALAWAKELLE,,BOPF,40,2320,0731R,50,M,,,,1350,1370,Clean,Aroma,Quality,0,500,1400,0
MF0043,ST. CLAIR,,BOP,10,500,0294R,51,M,A45,ANIS COMMERCIAL ENTERPRISES,,1350,1370,Clean,Aroma,Quality,0,500,1400,1200
MF0043,ST. CLAIR,,BOPF,20,1160,0292R,52,M,WBB,WALTERS BAY TEAS (PRIVATE) LIMITED,,1350,1370,Clean,Aroma,Quality,0,500,1400,1300
MF0043,ST. CLAIR,,BOPF,20,1120,0295R,53,M,,,,1300,1320,Clean,Aroma,Quality,0,500,1350,0
MF0043,ST. CLAIR,,BOPF,10,580,0296R,54,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1350,1340
MF1273,NORTON,,BOP,10,500,82,55,M,E41,EMPIRE TEAS (PVT) LTD,,1050,1070,Clean,Aroma,Quality,0,500,1100,1080
MF1273,NORTON,,BOPF,20,1160,81,56,M,R64,RANFER TEAS(PVT)LTD,,1100,1120,Clean,Aroma,Quality,0,500,1150,1080
MF1293,LUCKYLAND,,BOP,10,500,0375R,57,M,A8,AKBAR BROTHERS (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1140
MF1293,LUCKYLAND,,BOP,10,500,382,58,M,MA6,MABROC TEAS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1400,1260
MF1293,LUCKYLAND,,BOP,10,500,0389R,59,M,A45,ANIS COMMERCIAL ENTERPRISES,,1300,1320,Clean,Aroma,Quality,0,500,1350,1280
MF1293,LUCKYLAND,,BOPF,10,580,0377R,60,M,AE5,ANVERALLY & SONS (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1280
MF1293,LUCKYLAND,,BOPF,10,580,0378R,61,M,AE5,ANVERALLY & SONS (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1200
MF1293,LUCKYLAND,,BOPF,10,580,0380R,62,M,EKAT,EKATERRA CEYLON (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1220
MF1293,LUCKYLAND,,BOPF,20,1160,0383R,63,M,EKAT,EKATERRA CEYLON (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1180
MF0739,KIRKLEES,,BOP,10,480,0367R,64,M,SX5,SUN SHINE TEAS PRIVATE LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1350,1180
MF0739,KIRKLEES,,BOP,10,480,0373R,65,M,A45,ANIS COMMERCIAL ENTERPRISES,,1350,1370,Clean,Aroma,Quality,0,500,1400,1300
MF0739,KIRKLEES,,BOPF,20,1120,371,66,M,EKAT,EKATERRA CEYLON (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1240
MF0739,KIRKLEES,,BOPF,10,560,0372R,67,M,EKAT,EKATERRA CEYLON (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1280
MF0739,KIRKLEES,,BOPF,10,560,0378R,68,M,EKAT,EKATERRA CEYLON (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1220
MF0739,KIRKLEES,,BOPF,10,560,379,69,M,EKAT,EKATERRA CEYLON (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1200
MF0105,CANNAVARELLA,,BOP,20,1000,0342R,70,M,T4,TEA-LINK COLOMBO (PVT) LTD,,1100,1120,Clean,Aroma,Quality,0,500,1150,1080
MF0105,CANNAVARELLA,,BOP,20,1000,0345R,71,M,T13,TEA TANG LTD,,900,920,Bold,Mixed,Plain,0,450,950,940
MF0105,CANNAVARELLA,,BOP,20,1000,0349R,72,M,H65,HERITAGE TEAS (PVT) LTD,,900,920,Bold,Mixed,Plain,0,450,950,800
MF0105,CANNAVARELLA,,BOPF,20,1160,0343R,73,M,EKAT,EKATERRA CEYLON (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1220
MF0105,CANNAVARELLA,,BOPF,20,1160,0344R,74,M,A8,AKBAR BROTHERS (PVT) LTD,,1150,1170,Clean,Aroma,Quality,0,500,1200,920
MF0105,CANNAVARELLA,,BOPF,20,1160,0350R,75,M,EKAT,EKATERRA CEYLON (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1200
MF0895,DOTEL OYA,E.B. STORES,BOPF,10,560,0430R,251,M,A8,AKBAR BROTHERS (PVT) LTD,,900,950,Bold,Mixed,Plain,0,400,950,850
MF0895,DOTEL OYA,E.B. STORES,FBOPF1,10,420,0473R,252,M,,,,1150,1200,Bold,Mixed,Plain,0,500,1200,0
MF0895,DOTEL OYA,E.B. STORES,FBOP,10,340,0481R,253,M,MG1,MALWATTE VALLEY PLANTATION PLC,,1100,1150,Bold,Mixed,Plain,0,500,1150,1140
MF0895,DOTEL OYA,E.B. STORES,PEK,10,360,0477R,254,M,I29,IMPERIAL TEAS (PVT) LIMITED,,1450,1470,Clean,Aroma,Quality,0,500,1470,1320
MF0895,DOTEL OYA,E.B. STORES,PEK,10,250,479,255,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1370,1400
MF0895,DOTEL OYA,E.B. STORES,PEK1,10,400,0475R,256,M,S33,STASSEN EXPORTS LTD,,1600,1700,Bold,Mixed,Plain,0,500,1700,1550
MF0895,DOTEL OYA,E.B. STORES,OP1,10,340,0468R,257,M,MP1,MALTRAS INTERNATIONAL(PVT)LTD.,,1450,1470,Clean,Aroma,Quality,0,500,1470,1300
MF0895,DOTEL OYA,E.B. STORES,OP,10,300,0474R,259,M,MA6,MABROC TEAS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1370,1360
MF0895,DOTEL OYA,E.B. STORES,OP,10,240,476,260,M,,,,1300,1400,Clean,Aroma,Quality,0,500,1400,0
MF0895,DOTEL OYA,E.B. STORES,OPA,10,220,0472R,261,M,U69,UNI WORLD TEAS (PVT) LTD,,1000,1020,Clean,Aroma,Quality,0,500,1020,920
MF0895,DOTEL OYA,E.B. STORES,OPA,10,260,0478R,262,M,RS3,RAZA CEYLON COMMODITIES,,1400,1450,Clean,Aroma,Quality,0,500,1450,1240
MF0895,DOTEL OYA,E.B. STORES,BOPA,20,760,0469R,263,M,U69,UNI WORLD TEAS (PVT) LTD,,830,850,,,,0,400,850,810
MF0148B,GALGEWATTA,E.B. STORES,FBOPF1,10,460,187,264,M,,,,1200,1220,Bold,Mixed,Plain,0,500,1220,0
MF0148B,GALGEWATTA,E.B. STORES,FBOPF1,10,400,192,265,M,,,,1000,1100,Bold,Mixed,Plain,0,500,1100,0
MF0148B,GALGEWATTA,E.B. STORES,FBOPF1,10,480,212,266,M,Q5,QUALITEA CEY (PVT)LTD,,1250,1270,Bold,Mixed,Plain,0,500,1270,1080
MF0148B,GALGEWATTA,E.B. STORES,FBOP,10,420,191,267,M,MG1,MALWATTE VALLEY PLANTATION PLC,,1250,1300,Bold,Mixed,Plain,0,500,1300,1180
MF0148B,GALGEWATTA,E.B. STORES,FBOP,10,380,197,268,M,,,,1150,1200,Bold,Mixed,Plain,0,500,1200,0
MF0148B,GALGEWATTA,E.B. STORES,FBOP,10,380,223,269,M,MA6,MABROC TEAS (PVT) LTD,,1000,1020,Bold,Mixed,Plain,0,500,1020,1140
MF0148B,GALGEWATTA,E.B. STORES,FBOP1,10,420,224,270,M,,,,850,870,Blackish,Dark,Dull,0,400,870,0
